λ,k,T,x,su
3.0,3.0,0.25,3.0,0.7643568526912927
3.0,3.0,0.25,4.5,0.4272389939770267
3.0,3.0,0.25,9.0,0.004304460575587399
3.0,3.0,1.0,0.6000000000000001,0.9992224487871377
3.0,3.0,1.0,2.4000000000000004,0.8368217212889132
3.0,3.0,1.0,3.0,0.6329807590951041
3.0,3.0,1.0,4.5,0.10997973315743918
3.0,3.0,1.0,9.0,3.011881902649699e-9
3.0,10.0,0.001,0.6000000000000001,1.0
3.0,10.0,0.001,2.4000000000000004,0.9999999999999982
3.0,10.0,0.001,3.0,0.9999999999999847
3.0,10.0,0.001,4.5,0.9999999999991247
3.0,10.0,0.001,9.0,0.9999999991260181
3.0,10.0,0.01,0.6000000000000001,0.9999999999999999
3.0,10.0,0.01,2.4000000000000004,0.9999999998458612
3.0,10.0,0.01,3.0,0.9999999985835307
3.0,10.0,0.01,4.5,0.9999999220204983
3.0,10.0,0.01,9.0,0.9999377692846692
3.0,10.0,0.05,0.6000000000000001,0.99999999999961
3.0,10.0,0.05,2.4000000000000004,0.9999996325266599
3.0,10.0,0.05,3.0,0.9999967904220369
3.0,10.0,0.05,4.5,0.9998517563842373
3.0,10.0,0.05,9.0,0.952891307188415
3.0,10.0,0.25,0.6000000000000001,0.9999999995150679
3.0,10.0,0.25,2.4000000000000004,0.99967062389369
3.0,10.0,0.25,3.0,0.9976320770902087
3.0,10.0,0.25,4.5,0.9437031424639512
3.0,10.0,0.25,9.0,0.08256250451220146
3.0,10.0,1.0,0.6000000000000001,0.9999999827938818
3.0,10.0,1.0,2.4000000000000004,0.9890932323155069
3.0,10.0,1.0,3.0,0.9346821592596474
3.0,10.0,1.0,4.5,0.3892958938114461
3.0,10.0,1.0,9.0,1.1216295732223931e-7
10.0,1.0001,0.001,2.0,0.9520422216555336
10.0,1.0001,0.001,8.0,0.8098545551202092
10.0,1.0001,0.001,10.0,0.7635807502454729
10.0,1.0001,0.001,15.0,0.651820761620037
10.0,1.0001,0.001,30.0,0.36652914838500705
10.0,1.0001,0.01,2.0,0.9032334419670729
10.0,1.0001,0.01,8.0,0.6152164024345654
10.0,1.0001,0.01,10.0,0.5227744865363758
10.0,1.0001,0.01,15.0,0.31476405603649354
10.0,1.0001,0.01,30.0,0.02278339384175188
10.0,1.0001,0.05,2.0,0.9668301559835621
10.0,1.0001,0.05,8.0,0.6726775382057923
